时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	版本号()	电量(%)
2023-10-20 19:32:0:225	WT901BLE67(D57986C0DE95)	-0.051	-0.135	0.998	0.244	0.793	0.122	-8.98	3.27	-51.03	-83.925	69.858	3.033	0.90073	-0.05240	0.05115	-0.42807	30.3	10080.1.3	100
2023-10-20 19:32:0:255	WT901BLE67(D57986C0DE95)	-0.054	-0.137	1.004	0.610	-0.122	0.549	-8.94	3.28	-51.03	-83.925	69.858	3.033	0.90073	-0.05240	0.05115	-0.42807	30.3	10080.1.3	100
2023-10-20 19:32:0:284	WT901BLE67(D57986C0DE95)	-0.042	-0.131	1.012	-1.587	-0.061	-1.221	-8.98	3.27	-51.04	-83.925	69.858	3.033	0.90073	-0.05240	0.05115	-0.42807	30.3	10080.1.3	100
2023-10-20 19:32:0:348	WT901BLE67(D57986C0DE95)	-0.050	-0.138	1.000	0.793	1.343	0.732	-8.98	3.30	-51.06	-83.958	69.808	3.158	0.90073	-0.05240	0.05115	-0.42807	30.3	10080.1.3	100
2023-10-20 19:32:0:376	WT901BLE67(D57986C0DE95)	-0.056	-0.130	1.004	1.160	-0.671	0.122	-8.92	3.31	-51.02	-83.958	69.808	3.158	0.90073	-0.05240	0.05115	-0.42807	30.3	10080.1.3	100
2023-10-20 19:32:0:405	WT901BLE67(D57986C0DE95)	-0.037	-0.134	1.015	-1.587	-0.549	-2.441	-8.94	3.28	-51.09	-83.958	69.808	3.158	0.90073	-0.05240	0.05115	-0.42807	30.3	10080.1.3	100
2023-10-20 19:32:0:466	WT901BLE67(D57986C0DE95)	-0.053	-0.131	0.994	1.709	0.610	1.343	-8.95	3.30	-51.08	-83.958	69.808	3.158	0.90054	-0.05191	0.05118	-0.42850	30.3	10080.1.3	100
2023-10-20 19:32:0:497	WT901BLE67(D57986C0DE95)	-0.056	-0.128	1.010	0.427	-0.061	-0.061	-8.89	3.31	-51.05	-83.958	69.808	3.158	0.90054	-0.05191	0.05118	-0.42850	30.3	10080.1.3	100
2023-10-20 19:32:0:527	WT901BLE67(D57986C0DE95)	-0.035	-0.133	1.008	-0.854	-1.099	-0.671	-8.90	3.28	-51.06	-83.850	69.725	2.825	0.90054	-0.05191	0.05118	-0.42850	30.3	10080.1.3	100
2023-10-20 19:32:0:586	WT901BLE67(D57986C0DE95)	-0.061	-0.137	0.994	1.038	0.305	1.160	-8.90	3.27	-51.05	-83.850	69.725	2.825	0.90054	-0.05191	0.05118	-0.42850	30.3	10080.1.3	100
2023-10-20 19:32:0:615	WT901BLE67(D57986C0DE95)	-0.048	-0.132	1.006	0.000	-0.977	-0.732	-8.87	3.27	-51.04	-83.850	69.725	2.825	0.90054	-0.05191	0.05118	-0.42850	30.3	10080.1.3	100
2023-10-20 19:32:0:676	WT901BLE67(D57986C0DE95)	-0.040	-0.137	1.014	0.305	-1.160	1.343	-8.87	3.22	-51.03	-83.850	69.725	2.825	0.90070	-0.05151	0.05078	-0.42828	30.3	10080.1.3	100
2023-10-20 19:32:0:705	WT901BLE67(D57986C0DE95)	-0.064	-0.136	0.998	1.953	0.427	0.793	-8.81	3.23	-50.98	-83.850	69.725	2.825	0.90070	-0.05151	0.05078	-0.42828	30.3	10080.1.3	100
2023-10-20 19:32:0:736	WT901BLE67(D57986C0DE95)	-0.042	-0.143	1.008	-0.549	-1.709	1.282	-8.77	3.21	-50.95	-83.750	69.992	2.925	0.90070	-0.05151	0.05078	-0.42828	30.3	10080.1.3	100
2023-10-20 19:32:0:766	WT901BLE67(D57986C0DE95)	-0.062	-0.137	1.015	1.221	0.000	1.648	-8.78	3.18	-50.89	-83.750	69.992	2.925	0.90070	-0.05151	0.05078	-0.42828	30.3	10080.1.3	100
2023-10-20 19:32:0:859	WT901BLE67(D57986C0DE95)	-0.054	-0.135	1.000	-0.305	0.000	-0.488	-8.76	3.19	-50.87	-83.750	69.992	2.925	0.90070	-0.05151	0.05078	-0.42828	30.3	10080.1.3	100
2023-10-20 19:32:0:860	WT901BLE67(D57986C0DE95)	-0.045	-0.138	1.001	0.549	0.061	0.854	-8.76	3.20	-50.87	-83.750	69.992	2.925	0.90070	-0.05151	0.05078	-0.42828	30.3	10080.1.3	100
2023-10-20 19:32:0:889	WT901BLE67(D57986C0DE95)	-0.050	-0.138	0.997	-1.221	-1.038	-0.122	-8.76	3.19	-50.84	-83.750	69.992	2.925	0.90070	-0.05151	0.05078	-0.42828	30.3	10080.1.3	100
2023-10-20 19:32:0:948	WT901BLE67(D57986C0DE95)	-0.053	-0.140	1.014	0.000	-0.732	-0.122	-8.80	3.15	-50.83	-83.750	69.992	2.925	0.90137	-0.05103	0.04977	-0.42703	30.3	10080.1.3	100
2023-10-20 19:32:0:977	WT901BLE67(D57986C0DE95)	-0.064	-0.138	1.003	0.977	-0.671	1.160	-8.77	3.14	-50.78	-83.750	69.992	2.925	0.90137	-0.05103	0.04977	-0.42703	30.3	10080.1.3	100
2023-10-20 19:32:1:7	WT901BLE67(D57986C0DE95)	-0.046	-0.145	1.012	-0.366	0.000	-0.732	-8.78	3.13	-50.77	-83.750	69.992	2.925	0.90137	-0.05103	0.04977	-0.42703	30.3	10080.1.3	100
2023-10-20 19:32:1:69	WT901BLE67(D57986C0DE95)	-0.046	-0.138	1.002	-0.366	0.671	-0.183	-8.79	3.15	-50.78	-83.750	69.992	2.925	0.90179	-0.05139	0.04926	-0.42618	30.3	10080.1.3	100
2023-10-20 19:32:1:98	WT901BLE67(D57986C0DE95)	-0.063	-0.138	1.002	-0.122	0.000	0.305	-8.82	3.18	-50.78	-83.750	69.992	2.925	0.90179	-0.05139	0.04926	-0.42618	30.3	10080.1.3	100
2023-10-20 19:32:1:127	WT901BLE67(D57986C0DE95)	-0.051	-0.145	1.011	0.610	-0.854	0.427	-8.82	3.15	-50.76	-83.750	69.992	2.925	0.90179	-0.05139	0.04926	-0.42618	30.3	10080.1.3	100
2023-10-20 19:32:1:186	WT901BLE67(D57986C0DE95)	-0.052	-0.135	1.001	-0.610	0.854	-1.343	-8.81	3.18	-50.75	-83.583	70.175	3.108	0.90179	-0.05139	0.04926	-0.42618	30.3	10080.1.3	100
2023-10-20 19:32:1:215	WT901BLE67(D57986C0DE95)	-0.049	-0.137	1.002	-0.793	-0.244	0.183	-8.84	3.19	-50.76	-83.583	70.175	3.108	0.90179	-0.05139	0.04926	-0.42618	30.3	10080.1.3	100
2023-10-20 19:32:1:247	WT901BLE67(D57986C0DE95)	-0.062	-0.135	1.003	0.671	0.061	-0.122	-8.84	3.20	-50.73	-83.583	70.175	3.108	0.90176	-0.05173	0.04999	-0.42606	30.3	10080.1.3	100
2023-10-20 19:32:1:306	WT901BLE67(D57986C0DE95)	-0.040	-0.136	1.010	-1.404	0.000	-1.892	-8.88	3.21	-50.75	-83.583	70.175	3.108	0.90176	-0.05173	0.04999	-0.42606	30.3	10080.1.3	100
2023-10-20 19:32:1:340	WT901BLE67(D57986C0DE95)	-0.052	-0.129	1.007	-0.366	0.000	1.221	-8.92	3.21	-50.76	-83.583	70.175	3.108	0.90176	-0.05173	0.04999	-0.42606	30.3	10080.1.3	100
2023-10-20 19:32:1:396	WT901BLE67(D57986C0DE95)	-0.060	-0.136	0.996	-0.122	-0.671	0.671	-8.93	3.21	-50.70	-83.542	70.042	3.042	0.90176	-0.05173	0.04999	-0.42606	30.3	10080.1.3	100
2023-10-20 19:32:1:425	WT901BLE67(D57986C0DE95)	-0.042	-0.141	1.011	-0.427	0.732	-1.709	-8.94	3.20	-50.72	-83.542	70.042	3.042	0.90176	-0.05173	0.04999	-0.42606	30.3	10080.1.3	100
2023-10-20 19:32:1:457	WT901BLE67(D57986C0DE95)	-0.057	-0.136	0.996	-0.183	0.549	1.282	-8.95	3.25	-50.72	-83.542	70.042	3.042	0.90179	-0.05243	0.05048	-0.42587	30.3	10080.1.3	100
2023-10-20 19:32:1:515	WT901BLE67(D57986C0DE95)	-0.047	-0.138	1.011	0.977	-1.099	-0.793	-8.91	3.23	-50.66	-83.542	70.042	3.042	0.90179	-0.05243	0.05048	-0.42587	30.3	10080.1.3	100
2023-10-20 19:32:1:606	WT901BLE67(D57986C0DE95)	-0.051	-0.140	1.008	-1.709	0.732	-0.793	-8.94	3.24	-50.71	-83.700	70.025	2.942	0.90179	-0.05243	0.05048	-0.42587	30.3	10080.1.3	100
2023-10-20 19:32:1:635	WT901BLE67(D57986C0DE95)	-0.061	-0.146	1.000	2.502	-0.793	0.549	-8.93	3.24	-50.69	-83.700	70.025	2.942	0.90179	-0.05243	0.05048	-0.42587	30.3	10080.1.3	100
2023-10-20 19:32:1:640	WT901BLE67(D57986C0DE95)	-0.047	-0.124	1.018	-0.122	0.366	-0.061	-8.87	3.22	-50.66	-83.700	70.025	2.942	0.90179	-0.05243	0.05048	-0.42587	30.3	10080.1.3	100
2023-10-20 19:32:1:696	WT901BLE67(D57986C0DE95)	-0.050	-0.147	0.999	-1.526	0.000	-1.770	-8.95	3.25	-50.69	-83.700	70.025	2.942	0.90179	-0.05243	0.05048	-0.42587	30.3	10080.1.3	100
2023-10-20 19:32:1:697	WT901BLE67(D57986C0DE95)	-0.058	-0.140	0.992	1.953	-0.732	2.136	-8.93	3.24	-50.68	-83.700	70.025	2.942	0.90179	-0.05243	0.05048	-0.42587	30.3	10080.1.3	100
2023-10-20 19:32:1:787	WT901BLE67(D57986C0DE95)	-0.046	-0.134	1.011	-0.366	0.000	-0.916	-8.90	3.22	-50.63	-83.700	70.025	2.942	0.90198	-0.05231	0.05069	-0.42548	30.3	10080.1.3	100
2023-10-20 19:32:1:787	WT901BLE67(D57986C0DE95)	-0.052	-0.142	1.000	-1.038	0.549	-0.610	-8.93	3.24	-50.67	-83.700	70.025	2.942	0.90198	-0.05231	0.05069	-0.42548	30.3	10080.1.3	100
2023-10-20 19:32:1:815	WT901BLE67(D57986C0DE95)	-0.062	-0.138	1.004	0.916	-1.526	0.427	-8.93	3.22	-50.64	-83.700	70.025	2.942	0.90198	-0.05231	0.05069	-0.42548	30.3	10080.1.3	100
2023-10-20 19:32:1:877	WT901BLE67(D57986C0DE95)	-0.038	-0.135	1.012	-0.793	0.488	-1.282	-8.92	3.19	-50.64	-83.700	70.025	2.942	0.90222	-0.05234	0.05020	-0.42502	30.3	10080.1.3	100
2023-10-20 19:32:1:909	WT901BLE67(D57986C0DE95)	-0.056	-0.142	1.000	-0.854	0.244	0.244	-8.98	3.23	-50.66	-83.700	70.025	2.942	0.90222	-0.05234	0.05020	-0.42502	30.3	10080.1.3	100
2023-10-20 19:32:1:938	WT901BLE67(D57986C0DE95)	-0.062	-0.137	1.009	1.587	-1.282	0.122	-8.94	3.21	-50.63	-83.700	70.025	2.942	0.90222	-0.05234	0.05020	-0.42502	30.3	10080.1.3	100
2023-10-20 19:32:1:996	WT901BLE67(D57986C0DE95)	-0.042	-0.136	1.004	-1.892	0.366	-1.221	-8.94	3.19	-50.64	-83.567	70.008	2.942	0.90222	-0.05234	0.05020	-0.42502	30.3	10080.1.3	100
2023-10-20 19:32:2:24	WT901BLE67(D57986C0DE95)	-0.055	-0.142	1.000	-0.244	-0.916	-0.366	-8.99	3.20	-50.67	-83.567	70.008	2.942	0.90222	-0.05234	0.05020	-0.42502	30.3	10080.1.3	100
2023-10-20 19:32:2:87	WT901BLE67(D57986C0DE95)	-0.054	-0.140	1.000	-0.122	-1.587	1.404	-8.99	3.15	-50.64	-83.567	70.008	2.942	0.90204	-0.05292	0.05054	-0.42529	30.3	10080.1.3	100
2023-10-20 19:32:2:117	WT901BLE67(D57986C0DE95)	-0.058	-0.122	1.009	0.610	0.488	-0.427	-8.98	3.15	-50.56	-83.567	70.008	2.942	0.90204	-0.05292	0.05054	-0.42529	30.3	10080.1.3	100
2023-10-20 19:32:2:147	WT901BLE67(D57986C0DE95)	-0.048	-0.152	1.003	-0.610	0.549	-0.366	-8.99	3.18	-50.63	-83.567	70.008	2.942	0.90204	-0.05292	0.05054	-0.42529	30.3	10080.1.3	100
2023-10-20 19:32:2:177	WT901BLE67(D57986C0DE95)	-0.059	-0.143	1.002	-0.122	-0.549	0.549	-8.97	3.18	-50.60	-83.550	69.925	3.167	0.90204	-0.05292	0.05054	-0.42529	30.3	10080.1.3	100
2023-10-20 19:32:2:267	WT901BLE67(D57986C0DE95)	-0.048	-0.138	1.015	-0.366	1.160	-1.648	-8.96	3.20	-50.61	-83.550	69.925	3.167	0.90204	-0.05292	0.05054	-0.42529	30.3	10080.1.3	100
2023-10-20 19:32:2:268	WT901BLE67(D57986C0DE95)	-0.052	-0.135	0.990	-1.282	-1.160	0.366	-9.01	3.21	-50.61	-83.550	69.925	3.167	0.90204	-0.05292	0.05054	-0.42529	30.3	10080.1.3	100
2023-10-20 19:32:2:297	WT901BLE67(D57986C0DE95)	-0.054	-0.141	1.007	1.648	-0.061	0.427	-9.00	3.19	-50.60	-83.550	69.925	3.167	0.90204	-0.05292	0.05054	-0.42529	30.3	10080.1.3	100
2023-10-20 19:32:2:355	WT901BLE67(D57986C0DE95)	-0.053	-0.138	1.008	-0.061	0.610	0.305	-8.96	3.21	-50.56	-83.550	69.925	3.167	0.90204	-0.05292	0.05054	-0.42529	30.3	10080.1.3	100
2023-10-20 19:32:2:389	WT901BLE67(D57986C0DE95)	-0.041	-0.142	0.999	-0.854	-0.549	0.000	-9.00	3.22	-50.57	-83.550	69.925	3.167	0.90222	-0.05270	0.05054	-0.42493	30.3	10080.1.3	100
2023-10-20 19:32:2:418	WT901BLE67(D57986C0DE95)	-0.063	-0.141	1.005	0.183	0.366	-1.282	-9.01	3.22	-50.58	-83.550	69.925	3.167	0.90222	-0.05270	0.05054	-0.42493	30.3	10080.1.3	100
2023-10-20 19:32:2:506	WT901BLE67(D57986C0DE95)	-0.058	-0.143	1.006	0.610	0.488	0.793	-8.99	3.25	-50.59	-83.550	69.925	3.167	0.90231	-0.05286	0.05084	-0.42465	30.3	10080.1.3	100
2023-10-20 19:32:2:508	WT901BLE67(D57986C0DE95)	-0.043	-0.136	1.010	-0.793	-1.465	0.366	-8.98	3.24	-50.54	-83.550	69.925	3.167	0.90231	-0.05286	0.05084	-0.42465	30.3	10080.1.3	100
2023-10-20 19:32:2:539	WT901BLE67(D57986C0DE95)	-0.060	-0.141	0.997	-1.465	1.404	-1.038	-9.04	3.25	-50.55	-83.550	69.925	3.167	0.90231	-0.05286	0.05084	-0.42465	30.3	10080.1.3	100
2023-10-20 19:32:2:598	WT901BLE67(D57986C0DE95)	-0.053	-0.136	0.998	0.610	-0.122	-0.122	-9.03	3.28	-50.56	-83.425	70.017	3.142	0.90231	-0.05286	0.05084	-0.42465	30.3	10080.1.3	100
2023-10-20 19:32:2:656	WT901BLE67(D57986C0DE95)	-0.045	-0.134	1.006	-0.610	-1.831	-1.038	-9.03	3.24	-50.57	-83.425	70.017	3.142	0.90231	-0.05286	0.05084	-0.42465	30.3	10080.1.3	100
2023-10-20 19:32:2:657	WT901BLE67(D57986C0DE95)	-0.063	-0.140	1.001	-0.732	1.831	-0.122	-9.09	3.26	-50.61	-83.425	70.017	3.142	0.90231	-0.05286	0.05084	-0.42465	30.3	10080.1.3	100
2023-10-20 19:32:2:716	WT901BLE67(D57986C0DE95)	-0.043	-0.139	1.004	0.305	-0.488	-0.793	-9.07	3.30	-50.64	-83.425	70.017	3.142	0.90216	-0.05325	0.05164	-0.42484	30.3	10080.1.3	100
2023-10-20 19:32:2:745	WT901BLE67(D57986C0DE95)	-0.047	-0.134	1.008	0.244	-0.366	0.000	-9.05	3.27	-50.62	-83.425	70.017	3.142	0.90216	-0.05325	0.05164	-0.42484	30.3	10080.1.3	100
2023-10-20 19:32:2:776	WT901BLE67(D57986C0DE95)	-0.061	-0.138	1.000	0.122	0.000	-0.122	-9.06	3.29	-50.64	-83.483	69.925	3.083	0.90216	-0.05325	0.05164	-0.42484	30.3	10080.1.3	100
2023-10-20 19:32:2:836	WT901BLE67(D57986C0DE95)	-0.044	-0.135	1.007	0.183	-0.854	-0.122	-9.03	3.26	-50.63	-83.483	69.925	3.083	0.90216	-0.05325	0.05164	-0.42484	30.3	10080.1.3	100
2023-10-20 19:32:2:898	WT901BLE67(D57986C0DE95)	-0.050	-0.138	1.000	-0.793	0.793	-0.549	-9.04	3.27	-50.64	-83.483	69.925	3.083	0.90213	-0.05304	0.05130	-0.42496	30.3	10080.1.3	100
2023-10-20 19:32:2:928	WT901BLE67(D57986C0DE95)	-0.055	-0.138	0.997	1.465	-0.977	1.770	-9.03	3.28	-50.61	-83.483	69.925	3.083	0.90213	-0.05304	0.05130	-0.42496	30.3	10080.1.3	100
2023-10-20 19:32:2:958	WT901BLE67(D57986C0DE95)	-0.053	-0.137	1.009	1.099	-0.183	0.244	-8.96	3.26	-50.55	-83.483	69.925	3.083	0.90213	-0.05304	0.05130	-0.42496	30.3	10080.1.3	100
2023-10-20 19:32:2:989	WT901BLE67(D57986C0DE95)	-0.060	-0.136	1.004	1.404	-0.366	-0.549	-8.91	3.26	-50.54	-83.450	69.975	3.142	0.90213	-0.05304	0.05130	-0.42496	30.3	10080.1.3	100
2023-10-20 19:32:3:46	WT901BLE67(D57986C0DE95)	-0.044	-0.140	1.002	3.235	-0.427	1.404	-8.86	3.25	-50.54	-83.450	69.975	3.142	0.90213	-0.05304	0.05130	-0.42496	30.3	10080.1.3	100
2023-10-20 19:32:3:75	WT901BLE67(D57986C0DE95)	-0.056	-0.144	1.012	6.165	0.977	3.540	-8.68	3.28	-50.43	-83.450	69.975	3.142	0.90213	-0.05304	0.05130	-0.42496	30.3	10080.1.3	100
2023-10-20 19:32:3:136	WT901BLE67(D57986C0DE95)	-0.044	-0.138	1.008	4.089	4.395	-1.282	-8.46	3.38	-50.37	-83.450	69.975	3.142	0.90274	-0.05127	0.05026	-0.42404	30.3	10080.1.3	100
2023-10-20 19:32:3:166	WT901BLE67(D57986C0DE95)	-0.063	-0.146	0.999	2.808	2.014	0.000	-8.38	3.51	-50.41	-83.450	69.975	3.142	0.90274	-0.05127	0.05026	-0.42404	30.3	10080.1.3	100
2023-10-20 19:32:3:198	WT901BLE67(D57986C0DE95)	-0.041	-0.133	1.021	3.357	-0.610	-0.183	-8.25	3.53	-50.41	-83.550	70.450	2.492	0.90274	-0.05127	0.05026	-0.42404	30.3	10080.1.3	100
2023-10-20 19:32:3:227	WT901BLE67(D57986C0DE95)	-0.059	-0.149	1.016	-1.404	2.808	0.427	-8.26	3.59	-50.41	-83.550	70.450	2.492	0.90274	-0.05127	0.05026	-0.42404	30.3	10080.1.3	100
2023-10-20 19:32:3:285	WT901BLE67(D57986C0DE95)	-0.044	-0.155	1.014	1.343	-0.671	-1.160	-8.28	3.63	-50.43	-83.550	70.450	2.492	0.90329	-0.04581	0.05127	-0.42334	30.3	10080.1.3	100
2023-10-20 19:32:3:316	WT901BLE67(D57986C0DE95)	-0.052	-0.143	1.009	-0.305	-0.427	1.465	-8.28	3.61	-50.42	-83.550	70.450	2.492	0.90329	-0.04581	0.05127	-0.42334	30.3	10080.1.3	100
2023-10-20 19:32:3:345	WT901BLE67(D57986C0DE95)	-0.054	-0.142	1.021	1.282	-0.916	-0.488	-8.29	3.59	-50.37	-83.550	70.450	2.492	0.90329	-0.04581	0.05127	-0.42334	30.3	10080.1.3	100
2023-10-20 19:32:3:436	WT901BLE67(D57986C0DE95)	-0.054	-0.148	1.023	-1.282	0.732	-1.038	-8.31	3.58	-50.40	-83.550	70.675	2.333	0.90329	-0.04581	0.05127	-0.42334	30.3	10080.1.3	100
2023-10-20 19:32:3:466	WT901BLE67(D57986C0DE95)	-0.055	-0.147	1.008	1.282	1.099	0.000	-8.33	3.61	-50.42	-83.550	70.675	2.333	0.90329	-0.04581	0.05127	-0.42334	30.3	10080.1.3	100
2023-10-20 19:32:3:467	WT901BLE67(D57986C0DE95)	-0.052	-0.144	1.009	2.136	-2.258	2.563	-8.28	3.60	-50.36	-83.550	70.675	2.333	0.90329	-0.04581	0.05127	-0.42334	30.3	10080.1.3	100
2023-10-20 19:32:3:526	WT901BLE67(D57986C0DE95)	-0.042	-0.149	1.021	0.549	2.197	-1.343	-8.25	3.59	-50.32	-83.550	70.675	2.333	0.90347	-0.04590	0.05106	-0.42300	30.3	10080.1.3	100
2023-10-20 19:32:3:557	WT901BLE67(D57986C0DE95)	-0.063	-0.148	1.019	2.197	2.014	-2.075	-8.20	3.67	-50.39	-83.550	70.675	2.333	0.90347	-0.04590	0.05106	-0.42300	30.3	10080.1.3	100
2023-10-20 19:32:3:586	WT901BLE67(D57986C0DE95)	-0.043	-0.144	1.020	0.549	0.000	0.610	-8.17	3.69	-50.38	-83.550	70.675	2.333	0.90347	-0.04590	0.05106	-0.42300	30.3	10080.1.3	100
2023-10-20 19:32:3:646	WT901BLE67(D57986C0DE95)	-0.053	-0.150	1.025	-0.732	1.038	-2.625	-8.20	3.69	-50.44	-83.517	70.733	2.167	0.90347	-0.04590	0.05106	-0.42300	30.3	10080.1.3	100
2023-10-20 19:32:3:674	WT901BLE67(D57986C0DE95)	-0.044	-0.146	1.018	0.244	-0.488	0.122	-8.23	3.69	-50.46	-83.517	70.733	2.167	0.90347	-0.04590	0.05106	-0.42300	30.3	10080.1.3	100
2023-10-20 19:32:3:707	WT901BLE67(D57986C0DE95)	-0.053	-0.146	1.024	-0.244	1.221	-1.465	-8.25	3.68	-50.48	-83.517	70.733	2.167	0.90317	-0.04517	0.05154	-0.42368	30.3	10080.1.3	100
2023-10-20 19:32:3:766	WT901BLE67(D57986C0DE95)	-0.057	-0.147	1.019	-0.671	0.122	-0.244	-8.30	3.71	-50.54	-83.517	70.733	2.167	0.90317	-0.04517	0.05154	-0.42368	30.3	10080.1.3	100
2023-10-20 19:32:3:856	WT901BLE67(D57986C0DE95)	-0.043	-0.144	1.017	-0.244	-0.610	-1.648	-8.33	3.68	-50.53	-83.783	70.617	1.917	0.90317	-0.04517	0.05154	-0.42368	30.3	10080.1.3	100
2023-10-20 19:32:3:857	WT901BLE67(D57986C0DE95)	-0.056	-0.142	1.017	-0.183	0.488	0.000	-8.37	3.68	-50.56	-83.783	70.617	1.917	0.90317	-0.04517	0.05154	-0.42368	30.3	10080.1.3	100
2023-10-20 19:32:3:918	WT901BLE67(D57986C0DE95)	-0.041	-0.159	1.031	-1.038	-0.732	-1.160	-8.39	3.66	-50.57	-83.783	70.617	1.917	0.90317	-0.04517	0.05154	-0.42368	30.3	10080.1.3	100
2023-10-20 19:32:3:918	WT901BLE67(D57986C0DE95)	-0.056	-0.150	1.017	0.488	1.404	0.000	-8.42	3.67	-50.60	-83.783	70.617	1.917	0.90317	-0.04517	0.05154	-0.42368	30.3	10080.1.3	100
2023-10-20 19:32:3:947	WT901BLE67(D57986C0DE95)	-0.044	-0.139	1.025	-0.977	-0.916	-0.305	-8.44	3.67	-50.57	-83.783	70.617	1.917	0.90317	-0.04517	0.05154	-0.42368	30.3	10080.1.3	100
2023-10-20 19:32:4:8	WT901BLE67(D57986C0DE95)	-0.059	-0.144	1.017	1.343	1.038	-0.610	-8.44	3.66	-50.59	-83.783	70.617	1.917	0.90259	-0.04660	0.05212	-0.42468	30.3	10080.1.3	100
2023-10-20 19:32:4:40	WT901BLE67(D57986C0DE95)	-0.043	-0.146	1.016	-1.038	0.000	1.160	-8.45	3.67	-50.56	-83.783	70.617	1.917	0.90259	-0.04660	0.05212	-0.42468	30.3	10080.1.3	100
2023-10-20 19:32:4:68	WT901BLE67(D57986C0DE95)	-0.053	-0.147	1.023	1.831	-0.916	-0.183	-8.45	3.65	-50.50	-83.783	70.617	1.917	0.90259	-0.04660	0.05212	-0.42468	30.3	10080.1.3	100
2023-10-20 19:32:4:128	WT901BLE67(D57986C0DE95)	-0.050	-0.144	1.027	-0.061	0.854	-0.122	-8.43	3.64	-50.52	-83.783	70.617	1.917	0.90289	-0.04709	0.05215	-0.42395	30.3	10080.1.3	100
2023-10-20 19:32:4:157	WT901BLE67(D57986C0DE95)	-0.036	-0.157	1.023	0.305	0.000	0.244	-8.45	3.65	-50.50	-83.783	70.617	1.917	0.90289	-0.04709	0.05215	-0.42395	30.3	10080.1.3	100
2023-10-20 19:32:4:190	WT901BLE67(D57986C0DE95)	-0.064	-0.155	1.016	1.709	0.610	1.953	-8.42	3.65	-50.44	-83.783	70.617	1.917	0.90289	-0.04709	0.05215	-0.42395	30.3	10080.1.3	100
2023-10-20 19:32:4:246	WT901BLE67(D57986C0DE95)	-0.049	-0.136	1.036	-1.709	-1.465	-1.038	-8.43	3.64	-50.40	-83.725	70.750	1.992	0.90289	-0.04709	0.05215	-0.42395	30.3	10080.1.3	100
2023-10-20 19:32:4:305	WT901BLE67(D57986C0DE95)	-0.043	-0.153	1.020	-2.747	1.831	0.732	-8.56	3.61	-50.42	-83.725	70.750	1.992	0.90317	-0.04803	0.05209	-0.42325	30.3	10080.1.3	100
2023-10-20 19:32:4:340	WT901BLE67(D57986C0DE95)	-0.056	-0.152	1.008	1.221	-0.793	0.488	-8.61	3.66	-50.38	-83.725	70.750	1.992	0.90317	-0.04803	0.05209	-0.42325	30.3	10080.1.3	100
2023-10-20 19:32:4:396	WT901BLE67(D57986C0DE95)	-0.039	-0.137	1.026	-1.770	-0.854	-0.244	-8.61	3.60	-50.37	-83.725	70.750	1.992	0.90317	-0.04803	0.05209	-0.42325	30.3	10080.1.3	100
2023-10-20 19:32:4:396	WT901BLE67(D57986C0DE95)	-0.063	-0.156	1.013	1.099	-0.366	0.000	-8.67	3.59	-50.37	-83.725	70.750	1.992	0.90317	-0.04803	0.05209	-0.42325	30.3	10080.1.3	100
2023-10-20 19:32:4:456	WT901BLE67(D57986C0DE95)	-0.048	-0.146	1.025	-0.122	-1.404	-0.793	-8.65	3.54	-50.38	-83.742	70.792	1.767	0.90317	-0.04803	0.05209	-0.42325	30.3	10080.1.3	100
2023-10-20 19:32:4:485	WT901BLE67(D57986C0DE95)	-0.049	-0.146	1.025	-0.305	0.183	0.793	-8.68	3.53	-50.36	-83.742	70.792	1.767	0.90317	-0.04803	0.05209	-0.42325	30.3	10080.1.3	100
2023-10-20 19:32:4:515	WT901BLE67(D57986C0DE95)	-0.053	-0.146	1.020	-0.244	-0.366	-1.099	-8.70	3.51	-50.36	-83.742	70.792	1.767	0.90338	-0.04938	0.05188	-0.42270	30.3	10080.1.3	100
2023-10-20 19:32:4:606	WT901BLE67(D57986C0DE95)	-0.040	-0.151	1.022	-0.732	0.244	0.000	-8.73	3.50	-50.37	-83.742	70.792	1.767	0.90338	-0.04938	0.05188	-0.42270	30.3	10080.1.3	100
2023-10-20 19:32:4:608	WT901BLE67(D57986C0DE95)	-0.065	-0.141	1.014	-0.122	-0.305	0.549	-8.75	3.49	-50.33	-83.742	70.792	1.767	0.90338	-0.04938	0.05188	-0.42270	30.3	10080.1.3	100
2023-10-20 19:32:4:640	WT901BLE67(D57986C0DE95)	-0.045	-0.150	1.025	-0.610	-0.977	-1.892	-8.78	3.47	-50.39	-83.750	70.750	2.008	0.90338	-0.04938	0.05188	-0.42270	30.3	10080.1.3	100
2023-10-20 19:32:4:696	WT901BLE67(D57986C0DE95)	-0.046	-0.145	1.010	-1.038	-0.305	2.075	-8.82	3.44	-50.33	-83.750	70.750	2.008	0.90338	-0.04938	0.05188	-0.42270	30.3	10080.1.3	100
